Employee ID,Title,BusinessUnit,DepartmentType,Division,State,DOB,GenderCode,RaceDesc,MaritalDesc,EmployeeStatus,EmployeeType,EmployeeClassificationType,PayZone,StartDate,ExitDate,TerminationType,Performance Score,Current Employee Rating,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost
1657,Sales Manager,SVG,IT/IS,Engineers,MA,1969-08-30,Male,Other,Married,Active,Contract,Part-Time,Zone B,2019-05-24,,,3,3,1,5,1,2022-10-01,Technical Skills,Internal,Passed,1,838.52
1658,Sales Manager,EW,IT/IS,Field Operations,MA,1975-12-29,Male,Other,Widowed,Active,Contract,Part-Time,Zone B,2019-11-03,,,3,3,2,1,2,2023-06-06,Project Management,External,Failed,4,474.23
1659,Sales Manager,MSC,Sales,Field Operations,MA,1977-06-30,Female,White,Single,Inactive,Full-Time,Part-Time,Zone C,2019-11-26,2021-03-19,Involuntary,3,3,4,5,5,2023-05-23,Leadership Development,Internal,Incomplete,1,579.06
1660,Chief Information Officer,WBL,IT/IS,General - Con,MA,1971-07-02,Male,Other,Widowed,Inactive,Contract,Full-Time,Zone B,2022-08-09,2022-09-01,Voluntary,3,3,5,5,1,2023-07-25,Communication Skills,Internal,Failed,5,698.82
1661,Business Intelligence Director,NEL,IT/IS,Finance & Accounting,MA,1982-05-16,Male,Hispanic,Divorced,Active,Contract,Full-Time,Zone C,2019-03-19,,,3,3,5,4,4,2023-07-20,Technical Skills,Internal,Failed,5,633.36
1662,Business Intelligence Developer,PL,IT/IS,Engineers,MA,1963-11-04,Female,Hispanic,Married,Active,Contract,Full-Time,Zone C,2018-11-25,,,3,3,2,4,5,2023-02-18,Technical Skills,Internal,Failed,3,241.19
1663,Business Intelligence Developer,BPC,IT/IS,Aerial,MA,1961-01-30,Female,Asian,Widowed,Inactive,Full-Time,Full-Time,Zone C,2022-04-10,2023-04-03,Voluntary,3,3,4,2,4,2023-07-13,Communication Skills,External,Passed,5,271.37
1664,Area Sales Manager,EW,IT/IS,Splicing,MA,1991-09-10,Male,White,Single,Active,Full-Time,Full-Time,Zone C,2021-04-02,,,3,3,2,1,1,2023-07-08,Project Management,Internal,Incomplete,1,137.87
1665,Area Sales Manager,MSC,IT/IS,Project Management - Con,MA,1963-07-10,Male,Black,Widowed,Active,Contract,Part-Time,Zone A,2019-12-22,,,3,3,4,2,3,2022-11-15,Project Management,Internal,Passed,3,999.83
1666,Area Sales Manager,TNS,IT/IS,General - Con,OR,1978-07-22,Male,Black,Divorced,Active,Full-Time,Part-Time,Zone A,2021-08-14,,,3,3,3,3,4,2023-02-21,Technical Skills,Internal,Failed,5,597.62
1667,Senior Business Intelligence Developer,BPC,Admin Offices,Splicing,MA,1972-03-19,Male,Black,Widowed,Active,Full-Time,Full-Time,Zone A,2018-08-28,,,3,3,1,3,5,2022-09-11,Leadership Development,External,Completed,1,697.89
1668,Senior Business Intelligence Developer,CCDR,Admin Offices,Aerial,MA,1947-09-07,Male,Black,Single,Active,Part-Time,Part-Time,Zone C,2023-07-10,,,3,3,2,1,3,2023-06-23,Customer Service,External,Failed,5,673.27
1669,Sales Manager,SVG,IT/IS,Field Operations,MA,1961-09-14,Male,Asian,Divorced,Active,Part-Time,Temporary,Zone A,2020-09-18,,,3,3,3,1,2,2023-01-10,Project Management,External,Passed,5,753.01
1670,Sales Manager,EW,IT/IS,Splicing,MA,1960-11-06,Female,Other,Widowed,Active,Contract,Full-Time,Zone A,2019-07-18,,,3,3,2,2,2,2023-02-01,Leadership Development,Internal,Failed,5,939.02
1671,Sales Manager,MSC,Sales,Project Management - Con,MA,1964-10-10,Female,White,Married,Inactive,Contract,Full-Time,Zone A,2021-11-21,2021-12-12,Involuntary,3,3,5,3,5,2022-11-15,Customer Service,External,Passed,2,680.45
1672,Chief Information Officer,CCDR,IT/IS,Field Operations,MA,1947-05-26,Male,Asian,Married,Active,Full-Time,Part-Time,Zone B,2021-03-08,,,3,3,1,3,4,2022-09-14,Technical Skills,External,Completed,3,263.8
1673,Business Intelligence Director,EW,IT/IS,General - Con,MA,1950-11-07,Female,Other,Widowed,Active,Part-Time,Full-Time,Zone C,2019-08-21,,,3,3,3,5,5,2023-01-04,Project Management,External,Incomplete,2,981.06
1674,Business Intelligence Developer,MSC,IT/IS,Wireline Construction,MA,1946-06-17,Female,Other,Married,Inactive,Part-Time,Full-Time,Zone B,2022-04-30,2023-06-09,Involuntary,3,3,1,5,5,2022-11-22,Customer Service,Internal,Passed,1,293.55
1675,Area Sales Manager,SVG,IT/IS,Field Operations,MA,1959-11-02,Male,Hispanic,Widowed,Inactive,Full-Time,Part-Time,Zone A,2023-02-03,2023-04-16,Voluntary,3,3,4,1,4,2023-03-07,Technical Skills,Internal,Failed,4,904.68
1676,Area Sales Manager,TNS,IT/IS,Catv,MA,1963-08-12,Male,Other,Widowed,Active,Part-Time,Full-Time,Zone B,2023-05-08,,,3,3,2,5,1,2022-12-07,Project Management,Internal,Failed,5,104.66
1677,Area Sales Manager,WBL,IT/IS,General - Con,OR,1965-11-22,Female,Other,Widowed,Active,Part-Time,Part-Time,Zone B,2022-07-29,,,3,3,5,4,5,2022-12-02,Technical Skills,External,Incomplete,2,836.37
1678,Senior Business Intelligence Developer,PL,Admin Offices,Field Operations,MA,1946-03-28,Female,Black,Widowed,Inactive,Part-Time,Part-Time,Zone A,2020-11-18,2021-05-22,Voluntary,3,3,2,1,1,2023-04-14,Leadership Development,Internal,Completed,1,749.64
1679,Senior Business Intelligence Developer,BPC,Admin Offices,Engineers,MA,1944-12-14,Male,Black,Widowed,Inactive,Part-Time,Part-Time,Zone C,2021-05-16,2022-04-14,Voluntary,3,3,5,4,3,2023-03-25,Leadership Development,External,Failed,5,213.06
1680,Senior Business Intelligence Developer,CCDR,IT/IS,General - Con,MA,1976-09-01,Male,Other,Divorced,Inactive,Full-Time,Temporary,Zone C,2019-10-25,2020-10-16,Involuntary,3,3,5,4,5,2022-10-04,Customer Service,Internal,Completed,3,882.76
1681,Sales Manager,SVG,IT/IS,Engineers,MA,1974-10-10,Female,White,Divorced,Inactive,Contract,Temporary,Zone B,2023-03-05,2023-05-04,Voluntary,3,3,2,3,4,2022-12-20,Customer Service,External,Failed,1,113.42
1682,Sales Manager,EW,IT/IS,Aerial,MA,1970-12-29,Female,Black,Married,Active,Part-Time,Part-Time,Zone B,2021-06-01,,,3,3,5,3,4,2022-09-19,Project Management,External,Failed,3,284.61
1683,Sales Manager,MSC,Sales,Aerial,MA,1988-02-14,Female,Other,Married,Inactive,Full-Time,Part-Time,Zone B,2022-01-22,2022-07-25,Voluntary,3,3,2,4,4,2023-06-28,Project Management,Internal,Failed,1,599.74
1684,Chief Information Officer,WBL,IT/IS,Engineers,MA,1963-03-07,Male,Hispanic,Widowed,Inactive,Contract,Part-Time,Zone A,2023-07-09,2023-07-31,Involuntary,3,3,2,4,3,2023-06-05,Leadership Development,Internal,Failed,5,700.99
1685,Business Intelligence Director,NEL,IT/IS,Aerial,MA,1968-06-26,Female,Black,Divorced,Inactive,Full-Time,Full-Time,Zone A,2018-11-11,2019-05-27,Voluntary,3,3,1,4,2,2023-01-01,Customer Service,Internal,Passed,1,650.07
1686,Business Intelligence Developer,SVG,IT/IS,Finance & Accounting,MA,1954-03-06,Male,Black,Widowed,Inactive,Contract,Full-Time,Zone C,2021-01-05,2021-06-18,Voluntary,3,3,2,4,2,2022-11-11,Communication Skills,External,Completed,2,851.38
1687,Area Sales Manager,EW,IT/IS,Engineers,MA,1967-04-25,Male,White,Widowed,Active,Part-Time,Full-Time,Zone C,2022-11-25,,,3,3,3,4,5,2023-02-24,Customer Service,Internal,Failed,4,455.1
1688,Area Sales Manager,MSC,IT/IS,Shop (Fleet),OR,1956-07-23,Male,Other,Divorced,Inactive,Full-Time,Full-Time,Zone A,2020-03-30,2023-07-21,Voluntary,3,3,1,4,5,2022-12-21,Project Management,Internal,Completed,3,880.67
1689,Senior Business Intelligence Developer,MSC,Admin Offices,Field Operations,MA,1985-12-04,Male,Other,Married,Inactive,Part-Time,Temporary,Zone C,2021-01-02,2022-09-22,Voluntary,3,3,5,3,5,2022-09-15,Customer Service,External,Passed,2,712.64
1690,Senior Business Intelligence Developer,NEL,Admin Offices,Yard (Material Handling),MA,1942-01-20,Male,Black,Widowed,Inactive,Contract,Temporary,Zone A,2019-02-26,2019-07-26,Voluntary,3,3,3,1,5,2023-01-21,Communication Skills,Internal,Failed,3,504.34
1691,Senior Business Intelligence Developer,PL,IT/IS,Project Management - Con,MA,1946-01-21,Male,Black,Widowed,Active,Contract,Part-Time,Zone A,2019-10-06,,,3,3,3,1,2,2022-09-21,Customer Service,External,Failed,3,120.37
1692,Sales Manager,PYZ,IT/IS,Engineers,MA,1943-09-23,Female,Other,Widowed,Inactive,Part-Time,Part-Time,Zone C,2020-04-19,2022-07-30,Voluntary,3,3,2,2,1,2023-03-08,Project Management,External,Failed,1,705.24
1693,Sales Manager,SVG,IT/IS,Field Operations,MA,1985-08-13,Female,Other,Single,Active,Contract,Part-Time,Zone C,2022-12-24,,,3,3,3,5,1,2023-03-10,Project Management,External,Passed,5,928.81
1694,Chief Information Officer,TNS,IT/IS,Aerial,MA,1961-10-04,Male,Asian,Married,Inactive,Part-Time,Temporary,Zone A,2021-04-09,2021-05-29,Voluntary,3,3,3,5,3,2022-08-30,Communication Skills,Internal,Completed,5,638.07
1695,Business Intelligence Director,SVG,IT/IS,Isp,MA,1981-11-13,Female,Other,Widowed,Inactive,Contract,Full-Time,Zone C,2018-09-04,2022-12-16,Voluntary,3,3,3,3,3,2023-01-03,Leadership Development,Internal,Passed,2,913.34
1696,Business Intelligence Developer,NEL,IT/IS,General - Eng,MA,1962-09-16,Male,Hispanic,Married,Active,Full-Time,Temporary,Zone C,2021-11-07,,,3,3,4,4,1,2023-05-29,Project Management,Internal,Completed,1,754.78
1697,Business Intelligence Developer,MSC,IT/IS,General - Con,MA,1987-06-15,Male,Asian,Widowed,Inactive,Full-Time,Part-Time,Zone B,2023-05-24,2023-07-21,Voluntary,3,3,1,5,2,2022-10-14,Leadership Development,External,Passed,4,503.3
1698,Area Sales Manager,EW,IT/IS,Billable Consultants,MA,1994-11-14,Male,White,Married,Inactive,Full-Time,Part-Time,Zone A,2021-02-15,2021-06-05,Voluntary,3,3,3,5,4,2022-11-23,Technical Skills,External,Passed,5,218.31
1699,Senior Business Intelligence Developer,PL,Admin Offices,Executive,MA,1993-06-17,Male,Hispanic,Married,Inactive,Contract,Part-Time,Zone C,2021-11-03,2022-08-19,Voluntary,3,3,2,4,3,2023-07-24,Customer Service,External,Incomplete,3,730.86
1700,Senior Business Intelligence Developer,BPC,IT/IS,Engineers,MA,1958-04-08,Male,Asian,Widowed,Active,Contract,Temporary,Zone C,2018-09-20,,,3,3,5,2,4,2022-09-19,Customer Service,External,Completed,4,203.34
1701,Senior Business Intelligence Developer,CCDR,IT/IS,Project Management - Con,MA,1954-11-06,Male,Other,Single,Inactive,Contract,Full-Time,Zone A,2019-07-23,2023-01-07,Involuntary,3,3,5,3,2,2023-06-18,Technical Skills,Internal,Passed,1,460.53
1702,Sales Manager,SVG,IT/IS,Project Management - Con,MA,1989-09-08,Female,Other,Single,Active,Contract,Part-Time,Zone A,2022-05-12,,,3,3,4,1,2,2023-03-19,Communication Skills,Internal,Completed,5,733.92
1703,Sales Manager,EW,Sales,Aerial,MA,1978-02-23,Female,Other,Single,Active,Full-Time,Part-Time,Zone B,2018-10-03,,,3,3,1,1,4,2022-10-06,Customer Service,Internal,Completed,2,987.43
1704,Chief Information Officer,CCDR,IT/IS,Project Management - Con,MA,1994-06-21,Female,Hispanic,Widowed,Active,Part-Time,Part-Time,Zone C,2020-11-26,,,3,3,4,4,3,2023-05-13,Customer Service,External,Completed,1,691.32
1705,Business Intelligence Director,EW,IT/IS,Project Management - Con,MA,1958-05-16,Female,Hispanic,Single,Active,Part-Time,Full-Time,Zone B,2018-10-04,,,3,3,4,4,1,2022-10-22,Communication Skills,External,Passed,1,663.08
1706,Business Intelligence Developer,NEL,IT/IS,Aerial,MA,1990-04-03,Female,Hispanic,Married,Inactive,Contract,Full-Time,Zone A,2020-12-02,2023-02-25,Involuntary,3,3,3,2,5,2022-09-21,Customer Service,External,Incomplete,1,970.01
1707,Business Intelligence Developer,PL,IT/IS,Wireline Construction,MA,1994-03-20,Male,Asian,Married,Inactive,Part-Time,Full-Time,Zone C,2021-09-24,2023-07-20,Voluntary,3,3,5,4,3,2023-05-26,Customer Service,Internal,Passed,3,496.31
1708,Business Intelligence Developer,PYZ,IT/IS,Splicing,MA,1990-05-12,Male,Asian,Widowed,Inactive,Full-Time,Temporary,Zone A,2020-09-10,2021-05-22,Involuntary,3,3,4,5,4,2023-06-20,Customer Service,Internal,Incomplete,5,640.01
1709,Area Sales Manager,SVG,IT/IS,General - Sga,OR,1962-03-22,Male,Black,Married,Inactive,Full-Time,Temporary,Zone C,2022-05-25,2022-11-17,Involuntary,3,3,5,4,2,2023-06-03,Technical Skills,External,Failed,4,858.8
1710,Senior Business Intelligence Developer,PL,Admin Offices,Field Operations,MA,1971-05-24,Male,Black,Divorced,Inactive,Part-Time,Part-Time,Zone A,2019-02-15,2019-12-09,Voluntary,3,3,1,2,3,2022-12-11,Communication Skills,External,Passed,2,300.52
1711,Senior Business Intelligence Developer,BPC,IT/IS,General - Con,MA,1985-04-21,Male,Other,Widowed,Inactive,Full-Time,Temporary,Zone A,2018-09-28,2023-02-01,Voluntary,3,3,5,1,4,2022-09-30,Technical Skills,External,Failed,3,102.19
1712,Senior Business Intelligence Developer,CCDR,IT/IS,Engineers,MA,1972-02-29,Female,Black,Single,Active,Full-Time,Temporary,Zone A,2018-12-12,,,3,3,3,2,3,2023-06-06,Communication Skills,Internal,Completed,2,581.16
1713,Sales Manager,SVG,IT/IS,General - Con,MA,1990-08-29,Female,Asian,Married,Active,Contract,Full-Time,Zone B,2021-12-01,,,3,3,4,4,5,2023-03-11,Leadership Development,Internal,Incomplete,3,752.91
1714,Sales Manager,EW,Sales,Field Operations,MA,2000-04-20,Female,White,Married,Active,Full-Time,Temporary,Zone B,2022-01-12,,,3,3,1,2,3,2023-07-24,Project Management,External,Passed,3,374.58
1715,Chief Information Officer,WBL,IT/IS,Aerial,MA,1966-01-10,Female,White,Divorced,Inactive,Full-Time,Part-Time,Zone B,2020-10-27,2022-09-28,Involuntary,3,3,2,2,5,2023-02-17,Leadership Development,Internal,Incomplete,3,788.64
1716,Business Intelligence Director,NEL,IT/IS,General - Con,MA,1961-03-19,Female,Asian,Widowed,Inactive,Contract,Part-Time,Zone C,2020-11-02,2022-06-21,Involuntary,3,3,2,1,1,2023-02-13,Communication Skills,External,Incomplete,2,234.05
1717,Business Intelligence Developer,BPC,IT/IS,General - Con,MA,1959-11-26,Male,Asian,Widowed,Inactive,Part-Time,Part-Time,Zone B,2021-04-24,2023-02-28,Voluntary,3,3,4,2,5,2022-11-05,Customer Service,External,Incomplete,1,381.33
1718,Business Intelligence Developer,CCDR,IT/IS,Field Operations,MA,2001-01-04,Male,Other,Divorced,Inactive,Full-Time,Temporary,Zone B,2020-06-29,2023-08-03,Involuntary,3,3,5,4,5,2022-12-24,Leadership Development,Internal,Passed,3,527.62
1719,Business Intelligence Developer,SVG,IT/IS,Field Operations,MA,1993-05-10,Male,Hispanic,Widowed,Active,Contract,Temporary,Zone B,2021-07-15,,,3,3,2,3,1,2022-09-12,Leadership Development,External,Passed,3,442.1
1720,Senior Business Intelligence Developer,MSC,IT/IS,Field Operations,MA,1965-03-08,Male,Other,Single,Active,Part-Time,Part-Time,Zone C,2023-06-20,,,3,3,4,3,2,2023-01-19,Project Management,Internal,Passed,2,396.81
1721,Senior Business Intelligence Developer,NEL,IT/IS,Finance & Accounting,MA,1998-11-25,Male,White,Divorced,Inactive,Full-Time,Full-Time,Zone B,2019-09-22,2022-11-10,Voluntary,3,3,5,4,4,2023-02-16,Project Management,External,Failed,2,730.31
1722,Senior Business Intelligence Developer,PL,IT/IS,Wireless,MA,1968-01-30,Female,Hispanic,Divorced,Active,Full-Time,Full-Time,Zone B,2022-02-22,,,3,3,2,2,4,2023-05-14,Technical Skills,External,Incomplete,2,128.06
1723,Sales Manager,PYZ,Sales,General - Eng,MA,1969-04-07,Female,Black,Widowed,Inactive,Full-Time,Full-Time,Zone B,2020-07-01,2022-06-26,Voluntary,3,3,5,1,5,2022-09-25,Technical Skills,External,Passed,5,942.63
1724,Chief Information Officer,TNS,IT/IS,Yard (Material Handling),MA,1957-10-20,Female,Other,Divorced,Inactive,Part-Time,Part-Time,Zone C,2021-05-13,2021-12-11,Voluntary,3,3,4,2,2,2023-04-11,Customer Service,Internal,Failed,5,733.63
1725,Business Intelligence Developer,PL,IT/IS,Field Operations,MA,1947-09-29,Male,Black,Divorced,Active,Contract,Part-Time,Zone A,2021-05-30,,,3,3,2,4,5,2023-01-16,Customer Service,External,Completed,1,743.28
1726,Business Intelligence Developer,NEL,IT/IS,Wireline Construction,MA,1981-01-21,Male,Asian,Single,Active,Contract,Full-Time,Zone B,2019-07-04,,,3,3,3,5,3,2022-10-19,Technical Skills,Internal,Completed,4,435.18
1727,Business Intelligence Developer,MSC,IT/IS,General - Con,MA,1996-02-16,Male,Hispanic,Widowed,Inactive,Full-Time,Full-Time,Zone B,2019-05-31,2022-05-31,Involuntary,3,3,4,2,4,2023-02-16,Technical Skills,Internal,Failed,5,252.22
1728,Production Technician I,WBL,Production,General - Con,MA,1972-01-11,Male,White,Divorced,Active,Full-Time,Temporary,Zone C,2020-03-13,,,3,3,1,4,2,2022-12-31,Customer Service,External,Completed,2,103.07
1729,Production Technician I,EW,Production,General - Con,MA,1946-12-30,Female,Other,Divorced,Inactive,Contract,Part-Time,Zone A,2020-01-06,2020-12-24,Voluntary,3,3,1,1,2,2023-03-22,Technical Skills,Internal,Incomplete,2,386.87
1730,Production Technician I,EW,Production,General - Eng,MA,1976-06-10,Female,White,Divorced,Active,Full-Time,Part-Time,Zone B,2023-04-30,,,3,3,2,4,4,2023-03-20,Customer Service,External,Incomplete,3,718.21
1731,Production Technician II,WBL,Production,Engineers,MA,1947-03-22,Male,Black,Divorced,Inactive,Contract,Temporary,Zone B,2021-07-11,2022-02-08,Voluntary,3,3,1,4,1,2023-02-27,Customer Service,Internal,Failed,1,578.81
1732,Production Technician II,WBL,Production,Fielders,MA,1961-04-13,Female,Hispanic,Widowed,Inactive,Contract,Temporary,Zone B,2021-07-02,2021-12-13,Voluntary,3,3,1,5,4,2023-07-06,Project Management,Internal,Completed,1,562.06
1733,Production Technician I,EW,Production,Field Operations,MA,1950-02-15,Female,Black,Married,Inactive,Full-Time,Temporary,Zone A,2019-10-23,2020-12-03,Voluntary,3,3,4,5,3,2023-01-08,Leadership Development,External,Incomplete,5,845.86
1734,Production Technician I,NEL,Production,Field Operations,MA,1942-06-22,Male,White,Widowed,Active,Contract,Full-Time,Zone C,2019-01-19,,,3,3,4,1,4,2023-01-16,Project Management,External,Completed,2,391.39
1735,Production Technician I,NEL,Production,Shop (Fleet),MA,1942-04-08,Female,White,Divorced,Inactive,Full-Time,Full-Time,Zone A,2021-01-08,2023-01-14,Voluntary,3,3,4,4,5,2023-07-22,Project Management,Internal,Passed,1,203.04
1736,Production Technician I,TNS,Production,Field Operations,MA,1955-08-25,Male,Other,Married,Inactive,Contract,Part-Time,Zone A,2019-01-29,2022-07-08,Involuntary,3,3,3,1,3,2023-03-09,Leadership Development,Internal,Incomplete,4,717.29
1737,Production Technician I,TNS,Production,General - Eng,MA,1983-02-26,Female,Hispanic,Widowed,Active,Contract,Full-Time,Zone C,2018-10-27,,,3,3,4,5,2,2022-10-17,Leadership Development,External,Incomplete,5,719.0
1738,Production Technician II,CCDR,Production,General - Eng,MA,1983-11-17,Male,White,Single,Inactive,Contract,Part-Time,Zone A,2023-05-30,2023-07-05,Involuntary,3,3,4,1,2,2023-01-09,Customer Service,External,Incomplete,5,802.66
1739,Production Technician II,CCDR,Production,Aerial,MA,1982-01-11,Female,Hispanic,Married,Inactive,Contract,Full-Time,Zone B,2019-07-15,2023-05-01,Involuntary,3,3,2,5,1,2023-07-04,Communication Skills,Internal,Incomplete,1,388.07
1740,Production Technician I,NEL,Production,General - Con,MA,1963-04-03,Female,Other,Married,Inactive,Contract,Part-Time,Zone B,2020-03-17,2021-08-02,Voluntary,3,3,5,4,4,2023-02-18,Project Management,Internal,Completed,2,350.26
1741,Production Technician I,MSC,Production,General - Eng,MA,1981-01-11,Female,Asian,Single,Active,Contract,Temporary,Zone A,2022-09-16,,,3,3,3,4,2,2022-11-08,Leadership Development,External,Completed,5,625.76
1742,Production Technician I,TNS,Production,Wireline Construction,MA,1971-03-02,Female,Asian,Divorced,Active,Part-Time,Part-Time,Zone B,2021-01-04,,,3,3,5,5,3,2023-04-19,Communication Skills,External,Incomplete,1,206.72
1743,Production Technician I,SVG,Production,Splicing,MA,2001-06-03,Male,Black,Single,Active,Full-Time,Temporary,Zone C,2018-11-30,,,3,3,4,1,5,2023-07-13,Project Management,External,Passed,4,954.37
1744,Production Technician I,PL,Production,Field Operations,MA,1947-05-05,Female,Hispanic,Married,Active,Full-Time,Full-Time,Zone C,2022-07-24,,,3,3,2,1,4,2022-12-24,Communication Skills,Internal,Failed,4,728.77
1745,Production Technician II,EW,Production,Aerial,MA,1989-09-26,Female,Other,Widowed,Active,Contract,Part-Time,Zone C,2022-02-05,,,3,3,4,4,3,2022-09-05,Leadership Development,External,Completed,1,996.01
1746,Production Technician I,WBL,Production,General - Sga,MA,1962-04-06,Male,Hispanic,Widowed,Inactive,Full-Time,Full-Time,Zone A,2020-04-23,2022-01-07,Voluntary,3,3,4,3,4,2022-11-18,Communication Skills,Internal,Incomplete,2,787.19
1747,Production Technician II,PL,Production,Field Operations,MA,1992-08-02,Female,White,Divorced,Inactive,Full-Time,Temporary,Zone A,2023-06-23,2023-07-10,Voluntary,3,3,1,4,4,2023-03-02,Project Management,External,Passed,3,853.43
1748,Production Technician I,PYZ,Production,Underground,MA,1973-01-09,Female,White,Widowed,Inactive,Part-Time,Temporary,Zone A,2022-01-13,2022-07-05,Voluntary,3,3,3,2,4,2023-03-26,Leadership Development,External,Failed,5,433.03
1749,Production Technician I,PYZ,Production,Field Operations,MA,1964-02-03,Female,Hispanic,Divorced,Active,Contract,Temporary,Zone B,2020-11-26,,,3,3,1,4,5,2023-07-21,Leadership Development,Internal,Incomplete,3,148.69
1750,Production Technician I,WBL,Production,Field Operations,MA,1977-04-11,Female,Other,Widowed,Active,Full-Time,Full-Time,Zone C,2018-12-07,,,3,3,1,2,5,2022-08-20,Project Management,Internal,Incomplete,1,523.44
1751,Production Technician I,NEL,Production,General - Con,MA,2001-05-29,Female,Hispanic,Widowed,Active,Contract,Temporary,Zone C,2023-04-19,,,3,3,4,4,1,2022-12-10,Project Management,External,Incomplete,5,719.54
1752,Production Technician I,PL,Production,General - Con,MA,1982-11-04,Male,White,Single,Inactive,Part-Time,Temporary,Zone B,2022-03-05,2022-04-08,Voluntary,3,3,2,1,2,2022-10-09,Leadership Development,External,Incomplete,3,560.55
1753,Production Technician I,BPC,Production,Field Operations,MA,1943-03-07,Male,Black,Divorced,Inactive,Contract,Full-Time,Zone C,2019-06-20,2019-10-14,Voluntary,3,3,5,3,3,2023-03-18,Customer Service,Internal,Completed,1,711.71
1754,Production Technician I,CCDR,Production,Project Management - Con,MA,1991-11-18,Male,Asian,Single,Active,Part-Time,Temporary,Zone C,2022-09-13,,,3,3,5,5,1,2023-01-30,Project Management,External,Failed,1,980.65
1755,Production Technician I,SVG,Production,General - Con,MA,1994-10-05,Male,Other,Widowed,Active,Part-Time,Full-Time,Zone B,2019-01-02,,,3,3,4,1,1,2022-11-22,Communication Skills,External,Incomplete,2,367.76
1756,Production Technician I,EW,Production,Splicing,MA,1961-03-25,Male,Black,Widowed,Active,Part-Time,Part-Time,Zone A,2022-06-06,,,3,3,2,4,4,2023-04-22,Communication Skills,Internal,Failed,1,849.36
1757,Production Technician I,MSC,Production,Finance & Accounting,MA,1985-02-01,Female,White,Widowed,Active,Full-Time,Temporary,Zone A,2020-01-09,,,3,3,5,4,5,2022-12-31,Technical Skills,Internal,Incomplete,5,305.05
1758,Production Technician I,TNS,Production,Splicing,MA,1958-05-22,Male,White,Single,Active,Part-Time,Part-Time,Zone B,2019-01-03,,,3,3,5,3,5,2023-05-14,Customer Service,Internal,Completed,5,296.24
1759,Production Technician I,PYZ,Production,General - Con,MA,1947-12-11,Male,White,Married,Inactive,Contract,Part-Time,Zone B,2021-01-23,2022-10-23,Voluntary,3,3,5,2,4,2022-10-21,Project Management,Internal,Completed,4,220.06
1760,Production Technician I,WBL,Production,General - Con,MA,1993-08-20,Male,Hispanic,Single,Inactive,Part-Time,Part-Time,Zone C,2020-02-08,2020-05-04,Voluntary,3,3,5,3,2,2023-01-20,Technical Skills,External,Passed,3,378.51
1761,Production Technician I,NEL,Production,Field Operations,MA,1961-05-16,Female,Other,Married,Inactive,Contract,Temporary,Zone C,2021-10-29,2022-08-02,Voluntary,3,3,3,2,1,2022-11-07,Technical Skills,External,Completed,4,905.6
1762,Production Technician I,PL,Production,Wireless,MA,2001-02-19,Female,White,Divorced,Inactive,Contract,Part-Time,Zone B,2023-07-04,2023-07-12,Voluntary,3,3,3,3,5,2022-09-02,Customer Service,External,Incomplete,3,669.57
1763,Production Technician I,BPC,Production,Engineers,MA,1950-01-13,Female,Asian,Widowed,Active,Part-Time,Full-Time,Zone B,2023-04-06,,,3,3,4,2,4,2023-03-02,Leadership Development,External,Completed,2,723.9
1764,Production Technician I,CCDR,Production,Engineers,MA,1949-01-02,Female,Black,Married,Active,Full-Time,Temporary,Zone A,2023-01-17,,,3,3,2,3,5,2023-05-07,Communication Skills,Internal,Passed,1,834.44
1765,Production Technician II,BPC,Production,Project Management - Con,MA,1991-09-07,Female,Asian,Divorced,Active,Contract,Part-Time,Zone C,2019-10-17,,,3,3,5,5,2,2023-08-04,Leadership Development,External,Incomplete,1,393.88
1766,Production Technician I,PYZ,Production,Field Operations,MA,1957-07-15,Female,Asian,Married,Inactive,Contract,Temporary,Zone B,2019-06-22,2021-05-01,Voluntary,3,3,1,5,2,2023-07-07,Customer Service,External,Incomplete,3,637.61
1767,Production Technician I,WBL,Production,General - Con,MA,1995-12-31,Female,White,Divorced,Inactive,Contract,Full-Time,Zone A,2023-02-10,2023-05-01,Voluntary,3,3,4,1,1,2022-10-25,Project Management,External,Passed,3,902.11
1768,Production Technician I,NEL,Production,Aerial,MA,1977-02-26,Female,Black,Married,Inactive,Contract,Temporary,Zone C,2022-10-13,2023-05-02,Voluntary,3,3,3,3,3,2022-09-30,Leadership Development,External,Passed,1,999.79
1769,Production Technician I,PL,Production,Engineers,MA,1974-04-29,Male,Hispanic,Widowed,Inactive,Contract,Temporary,Zone B,2023-03-07,2023-04-27,Voluntary,3,3,4,3,5,2023-03-27,Leadership Development,Internal,Passed,1,976.58
1770,Production Technician I,BPC,Production,General - Sga,MA,1971-03-05,Male,Hispanic,Single,Active,Part-Time,Full-Time,Zone A,2018-09-12,,,3,3,1,3,5,2022-09-04,Customer Service,External,Incomplete,2,257.2
1771,Production Technician I,CCDR,Production,Shop (Fleet),MA,1950-08-27,Male,Hispanic,Widowed,Active,Part-Time,Part-Time,Zone C,2020-06-27,,,3,3,3,2,1,2023-02-27,Technical Skills,External,Incomplete,2,991.1
1772,Production Technician I,SVG,Production,General - Con,MA,1954-06-28,Male,Asian,Widowed,Inactive,Contract,Part-Time,Zone A,2018-12-28,2022-01-28,Voluntary,3,3,3,4,5,2022-08-20,Technical Skills,External,Passed,2,205.64
